Original_Dialect,MSA_conversion
معاك يا سعدان لو ڨران دي ام درمان حتى _ ال ممات,معك يا سعدان، من أم درمان إلى الموت.
_ ال مصير تعك سور تع لحسن _ و لحوسين,مصيرك يا حسن هو الحسن والحسين.
الله يهديك يا شاوشي نتا هو ال حارس ال اول و رانا ڨاع معاك 123 فيف ال جزاير,يا رب، اهدِ شاوشي، إنه الحارس الأول، ونحن جميعًا معه، 123 عاشت الجزائر.
يا رابح سعدان استنا روحك وحدك في مونديال بلا شاوشي سي بون و ربي يعيشك ما تزيدش الطين بلا,يا رابح سعدان، انتظر، أنت وحدك في كأس العالم بدون شاوشي، يا رب، أطل عمره ولا تزيد الطين بلة.
انشالله تتأهلو لي فار معاكم وين تكونو نحبوكم ميرسي مريومة لعاصمة لا بلانش,بإذن الله، سيتأهلون، معك أينما ذهبت، نحبك ميرسي مريومة لعاصمة لا بلانش.
راح نقول لي سوجي لي ناس عليهم الدور,سأخبر سوجي عن الناس الذين عليهم الدور.
ماكفاهمش _ ال دراهم و لو برسنتاج الي يدوه _ في ال سلعة,لم يكفهم المال ولا النسبة التي يأخذونها من السلع.
شكون لي قالك ماعندناش لا تاي في دزاير راك تشوف في ال فوطو,من قال لك أننا لا نملك الشاي في الجزائر؟ أنت ترى الصورة.
هادا سعدان واقيل صح راصو يابس منصوري مع لحسن امبوسيبل يلعبو _ في زوج في بلاصا وحدة كرهتني في _ ل اكيب ناسيونال,يبدو أن سعدان صارم حقًا، من المستحيل أن يلعب منصوري والحسن معًا في نفس المكان، لقد كرهت الفريق الوطني بسببهم.
فيف _ ل الجيري سالو لي مزاب دي بريان ربي معاكم,عاشت الجزائر، يا رب مع أهل مزاب في بريان.
الله يرحم _ ال موتى محسن راك عند ربي شهيد من كريم ولاية _ دو شلف,رحم الله محسن من ولاية الشلف، إنه شهيد عند الله.
لازم نقاطع نظام العمل المصري راهو صهيوني اكثر من صهانية نفسهم,يجب أن نقاطع نظام العمل المصري، إنه صهيوني أكثر من الصهاينة أنفسهم.
لا حول ولا قوة الا _ ب الله اللهم كن معهم يا رب _ ال عالمين امين سلام,لا حول ولا قوة إلا بالله، اللهم كن معهم يا رب العالمين، آمين، سلام.
"عادينا ال حرام كي راجل لي _ ملحقش , يدرب مرتو باه طيح و ماتولدش",عادينا الحرام، مثل الرجل الذي لا يستطيع اللحاق بزوجته، فيضربها حتى لا تحمل.
مام سي فو راموني مارادونا او بيان _ بيلي فو ريكوبيري جامي لو نيفو مونديال دعاوي سعدان تبعكم _ توجور !!,يا راموني مارادونا، بيان بيلي في حالة استرداد، لم يصل أبدًا إلى مستوى كأس العالم، دعوات سعدان تتبعكم دائمًا!
كان متوقع ان مروك غادي تندم لحكاش عند بيا تحتية,كان متوقعًا أن المغرب سيندم لأنه لديه تحية تحتية.
لي الجيريان عندهم 6 جور فاكانس و يوم خدمة و يشكيو,لدي الجزائريون 6 أيام عطلة ويوم عمل واحد، ولا يزالون يشكون.
"انايا ال يوم _ جو م اون _ فو , كار عرفت _ ال يوم كلشي _ فستي , كلشي كدب كلشي _ فو , قولي وين لا فيريتي",عندما علمت أن اليوم هو يوم عيد ميلادي، شعرت بالرعب، كل شيء مخيف، كل شيء كذب، أخبرني أين الحقيقة.
فيف مولودية وهران و طالعة نشالله,عاشت مولودية وهران، بإذن الله سنصعد.
باي باي يا ال خضرة مع سعدان,وداعًا أيها الخضر مع سعدان.
ربي يهديهم _ ال خدمة لا معارفهم حنا نعلقو لي ديبلوم في ال حيط,ربي يهديهم، العمل لا يعتمد على المعارف، نحن نعلق شهاداتنا على الحائط.
لعنة الله على الظالمين,لعنة الله على الظالمين.
خلاص ناس كرهو دولة حسبتلها لعبة راهي تتقعد _ ب ال غاشي مي ماتخافوش قريب نشالله تخلاص عليكم,لقد سئم الناس من هذه الحكومة التي تعامل البلاد كأنها لعبة، لكن لا تخافوا، سيأتي يومكم قريبًا بإذن الله.
مهبولة _ ههههههه نستعرف بيك ينعل بو _ زواج لي اي لي ايتود,يا مجنونة، أحترمك، أنا معجب بك، اللعنة على الزواج والدراسة.
ماجدة رومي و هيفا وهبي اخلصو عليها لي ميليار و ماتش مابغاوش اخلصوه بارس كو مافيهش _ شيبا نعل والديكم قاع,دفعت ماجدة الرومي وهيفاء وهبي مليار، ولم يرغبوا في دفع مبلغ مباراة برشلونة، اللعنة على والديكم.
فيف سعدان و معاك _ لالا ممات و نشالله تكمل ش ابديت,عاشت سعدان، معك يا لالا، بإذن الله ستكمل التحديث.
مالهم ياو _ 123 فيف الجيري غادي نربحو معا بنشيخة و ربي كبير,ما بهم؟ 123 عاشت الجزائر، سنفوز مع بنشيخة، والله كبير.
الله اجيب خير هادا عام,الله يجيب الخير هذا العام.
معمر قدافي اليقلو لو بوبليك تاع ام درمان,معمر القذافي هو الوحيد الذي هتف له جمهور أم درمان.
يا بوتفليقة زيد في لا بورس و انا رانا معاك,يا بوتفليقة، زد في الرواتب، ونحن معك.
مالقري قاع ال دراهم الي عندنا ماعندناش الي ستاد كي سيادنا الله يهديهم لي سرقو نتاع _ ل الجيري,لقد أنفقنا كل أموالنا على الفريق الوطني، لكننا لا نملك ملعبًا مثل الآخرين، يا رب اهدِ من سرقوا أموال الجزائر.
الله ايكون معاك يا خو,الله يكون معك يا أخي.
ديما مع شاوشي,دائمًا مع شاوشي.
حبسونا بالون ماعندو حتا معنا فال جزائر غير العيب,لقد سئمنا من كرة القدم، ليس لها أي معنى في الجزائر، إنها مجرد عار.
"يدابزو يلعبو ديما بيناتهم _ يتحابو , مزال _ ف ال بقرة يحلبو",يتنافسون دائمًا، يحبون بعضهم البعض، وما زالوا يحلبون البقرة.
بلحاج يستاهل + ك بارسلون اي بلاصتو مضمونة مع قارديولا,بلحاج يستحق اللعب في برشلونة، مكانه مضمون مع جوارديولا.
لحمد ل الله و شكر الله وحده بصح يا ولد عباس علاش تبكي يا خي نتوما لي تاكلو مع ديب او تبكيو مع راعي او زيد ل كوكا لياه ماكاش سيليكتو ولا حمود شحال يخصنا نفهمو كوكا نتاع ليهود او ل اوزين تاع في ل الجيري يلزم يطردقولو يماه و نوكيا اوسي تاع ليهود,الحمد لله وحده، شكرًا لله، لكن يا ولد عباس، لماذا تبكي؟ أنتم تأكلون مع الذئب وتبكون مع الراعي، بالإضافة إلى ذلك، الكوكايين غير موجود، ولا يوجد منتخب وطني، ولا حمود، كم من الوقت نحتاج لنفهم أن الكوكايين ينتمي لليهود، وأن الأوزان تخص اليهود أيضًا؟
ماكان والو غير ال هف او لا تاي تاع وجهك برسلون انتا عندك فيقورة ديال شمبيونا _ ديالنا هههههه,لا يوجد شيء، مجرد هراء، برشلونة لديك فيجورا ديال شمبيونا ديالنا.
ماتبكيش يا ولد ال قبة العام الجاي _ اطلعة ههههه,لا تبكِ يا ولد القبة، في العام المقبل سنصعد، ههههه.
ب اسم ال فقر ولا ال قلب ل ولا حجر,باسم الفقر أو القلب أو الحجر.
جو سوي افيك او الله يلعن هاد ال خبيث,يا سوي، افعلها، والله يلعن هذا الخبيث.
انا مع سيد رايس مي لازم يرجع و يشوف و راه داير من حولو,أنا مع السيد الرئيس، لكن يجب أن يعود ويرى من حوله.
يا الله يا مولانا كون معانا يا الله,يا الله يا مولانا، كن معنا يا الله.
خلودة توم اي جيري و غزاوها باينة مادام هيا وزيرة تاع ثقافة انتظرو عجب _ ال عجب,خلودة توم وجيري، ومن الواضح أنهم سيجلبون العجب، لأنها وزيرة الثقافة.
ربي مع _ ال حق و حفظ خاوتنا في ال كازيرنة,ربي مع الحق، احفظ إخوتنا في الثكنة.
اون فو ام كريم زياني بون _ كونتينواسيو اي ربي معاك نشالله او معا _ ا الجيري مون امور,يا كريم زياني، استمر، والله معك، بإذن الله، ومع الجزائر، يا رب.
10  0 اون ا دي تيرا لاعلاقة,100، في أرضهم، لا علاقة.
