Original_Dialect,MSA_conversion
انو عنجد تفقد الاحساس ليرتاح قلبك,أنك تفقد الإحساس ليرتاح قلبك.
عم تفتعل مشتل هه,عم تفتعل مشتلة، هه.
فيفيان انطونيوس تحيه لتلميذتي وهيدي نجمه رح تصير وبحيي اهلها ع التربايه,فيفيان أنطونيوس، تحية لتلميذتي، وهذه نجمة ستصبح، وأحيي أهلها على التربية.
بتدخل اجنبي بقرارات داخليه لبنانيه,يدخل أجنبي في قرارات داخلية لبنانية.
لكل اللي حابب يتعلم منفتح كل ايام الأسبوع, لكل من يرغب في التعلم، نحن منفتحون طوال أيام الأسبوع.
مثال للهضامه عادل كرم مافي من بعد حكيك ايلي, مثال على خفة الظل، عادل كرم، لا يوجد شيء بعد كلامك.
بيطلع عبالي ارجع انا وياك, يخطر ببالي أن أعود أنا وأنت.
ميرسي الك نيكول على جمال ابداعك وتعبك, شكرًا لك نيكول على جمال إبداعك وتعبك.
هالبنت شو حلوه متل القمر, هذه الفتاة جميلة جدًا مثل القمر.
ما احلى براءه الاطفال اشتقنا لبرنامج حلو وبريء, ما أجمل براءة الأطفال، اشتقنا لبرنامج جميل وبريء.
يعني و اهضم واحلى جوز وما ناقصكن الا شويه لوز ومتل البسكوت والراحه عنجد هضامه وروح مرحه, إنهم أفضل وأمتع زوجين، ولا ينقصهم سوى القليل من المكسرات، وهم مثل البسكويت والراحة. إنهم حقًا خفيفو الظل ومرحون.
والله بيحرق القلب يا ربي احمي شبابنا, والله إن هذا الأمر يحزن القلب، اللهم احمِ شبابنا.
انشالله يكون كل حلقه هيك وما يخلط توج هاته السياسيه مع برنامجه, نأمل أن تكون كل حلقة هكذا، وألا يخلط هذا المضيف بين السياسة وبرنامجه.
شو هالطريق الزفت انت لكلك ملا طقس, ما هذا الطريق السيئ! أنت مزاجك سيئ مثل الطقس.
بصراحه افضل برنامج لهون وبس هشام بشيل الهم عن القلب وهو افضل اعلامي على هالشاشات," بصراحة، أفضل برنامج ""هون وبس"" هو هشام، فهو يبعد الهم عن القلب، وهو أفضل إعلامي على هذه الشاشات."
انو القرارات بالشؤون اللبنانيه رح تضل خاضعه للخارج, يبدو أن القرارات المتعلقة بالشؤون اللبنانية ستظل خاضعة للخارج.
انا بعتقد ومقتنع انو جمال فياض ارقى واشرف صحفي بلبنان وبالعالم العربي والمشكله انو بوسط صحافه الشحاده بيصيرو ي, أنا أعتقد وأؤمن بأن جمال فياض هو أكثر الصحفيين رقياً وشرفًا في لبنان والعالم العربي. والمشكلة هي أنه وسط صحافة التسول، يصبحون هم أنفسهم متسولين.
حلوه كتير لطشه معين شريف قبضاي ومجنون بكلامو, جميل جدًا، معين شريف، شجاع وجريء في كلامه.
انو الجيوش العربيه دخلوا حرب القضاء على داعش والنصره والقاعده وأخواتها وأولادها وبنات خلاتها وبنات عملتها وكل, دخلت الجيوش العربية حرب القضاء على داعش والنصرة والقاعدة وفروعها وأقاربها، وانتصروا عليهم.
حمد الله عالسلامه ايلي, الحمد لله على سلامتك، إيلي.
لازم نحترم و جو على هالمبادره قلال الناس لي هيك, يجب أن نحترم جو على هذه المبادرة، فقليل من الناس من يفعلون مثل هذا.
انك شو نا عملت ما راح ترضي حدا ارض نفسك و اخر همك الحدا, مهما فعلت، لن ترضي أحدًا، لذا أرضِ نفسك ولا تهتم لأحد.
شيل القازان وارفع الديجانتير تك, أبعد القازان وزد الديجانتير.
شوفير الباص الأصفر محبوب الجماهير ناقل الصوره والخبر الصدق, سائق الحافلة الصفراء محبوب الجماهير، ناقل الصورة والخبر الصادق.
وبس يكون اكيد بتعرف انك بلبنان, وعندما تكون متأكدًا، ستعرف أنك في لبنان.
انو وصول العماد عون على بعبدا ممكن ان تكون مجرد مرحله عابره هذا عهد ستتمثل به الاجيال, قد تكون وصول العماد عون إلى بعبدا مجرد مرحلة عابرة، وسيكون هذا العهد مثالًا للأجيال القادمة.
لاتستلم حتى تقتنع لاتدفع حتى تقتنع, لا تستسلم حتى تقتنع، ولا تدفع حتى تقتنع.
والحشا انو ما في اهضم منو لجوديي, أقسم أنه لا يوجد شخص أكثر خفة ظل من جودي.
الله يعين اللي بيعلق بلسان جمهور الحركه, الله يعين من يقع في فخ جمهور الحركة.
بحاره كل من ايدو الو بحاره مسكرها ولد بحاره النخاسه والخيانه بحاره ما بتشبه بلد هاي بلد لاء مش بلد, البحارة، كل واحد منهم يغلق البحارة بنفسه. بحارة الخيانة، هذه ليست بحارة تشبه البلاد. هذه ليست بلادًا.
هالطياره مش عم تمشي بدنا حدا يدفشها دفشه, هذه الطائرة لا تتحرك، نحتاج شخصًا ما ليدفعها.
لازم يطلع شي شب من العلقانين يكسروا راسن لهالشوفريه ليفتحو الطرقات اذا الدوله ما بدها تشوف شغلها, يجب أن يخرج بعض الشباب من المحتجزين ويكسرون رأس هؤلاء السائقين لفتح الطرق إذا لم ترد الدولة أن تقوم بعملها.
لما اقصف عمر كل حدا قال بحبك وكان كذاب بغض النظر ان صدقتو ام لا, عندما أقصف عمر كل شخص كذب علي وقال إنه يحبني، بغض النظر عما إذا كنت صدقته أم لا.
نادي منور الحلقه واضافه كتير روعه للبرنامج, نادي، أنت تضيء الحلقة وتضيف الكثير من الروعة إلى البرنامج.
عم بتحضر او برشلونه, هل تشاهد برشلونة؟
علقانين بين براثن سبعه حيتان اكلوا البلد بالطول وبالعرض نهبوا المال العام وجعلوا من البلاد مزرعه لهم والشعب الأهبل يقطع الطرق, نحن عالقون بين مخالب سبعة حيتان التهمت البلاد طولاً وعرضًا، ونهبوا المال العام، وجعلوا البلاد مزرعة لهم، والشعب الأحمق يقطع الطرق.
بنفس الظلم اللي وعينا عليه, بنفس الظلم الذي وعينا عليه.
الو اكتر من سنه ميت الزلمي يا حج قر بو يعملولو الأربعين سنه مش يوم, لقد مر أكثر من عام على وفاة هذا الرجل، يا حاج. من المفترض أن تقام له ذكرى الأربعين، وليس يومًا واحدًا.
فكره ولا اروع عبرتوا على الوضع بطريقه كتير قويه وغرزت فينا شكرا باسكال وأيمن كان بدنا ياها, ما هذه الفكرة الرائعة! لقد عبرتم عن الوضع بطريقة قوية جدًا، وتركتم فينا أثرًا عميقًا. شكرًا باسكال وأيمن، هذا ما كنا نريده.
عصايه تعلم بجنابك وجنابه, العصا تعلمك أنت وهو.
