Original_Dialect,MSA_conversion
كلب ينفض الموية بعد السباحة في البركة.,كلب ينفض الماء بعد السباحة في البركة.
مجموعة من الناس اغلبهم لابس قبعات من السعف وواقفين في البر بين الأراضي,تقف مجموعة من الناس ، أغلبهم بقبعات مصنوعة من القش ، في الخلاء بين الأراضي الخضراء.
رجال يقطع شي في المطبخ,يقطع رجل شيئا ما في المطبخ.
قطوتين يطاردون أرنب,قطتان تطاردان أرنبا.
يطير الكلب في الهواء في الطيارة,يحلق الكلب في الهواء.
حرمة تستعمل مكينة خياطة,تستخدم امرأة آلة للخياطة.
يشترون الناس عشان هدايا عيد الميلاد,يتسوق الناس لشراء هدايا لعيد الميلاد.
بنتين صغار ياكلون ذرة على ظهر خيل رجلينه قصيرة على الرصيف,فتاتان صغيرتان تأكلان الذرة على ظهر جواد قصير الأرجل ،على الرصيف ، بدون أحذية.
الناس يتسوقون,الناس يتسوقون.
يدق على آلة السكسيفون رجال يلبس بلوزة  حمراء برا.,يعزف على آلة السكسيفون رجل يرتدي سترة حمراء في الخارج.
رجال يجمع كل الزبايل,رجل يجمع كل القمامة.
رجال ينسدح على الأرض برا,رجل يستلقي على الأرض في الخارج.
الناس تحت المطر,الناس تحت المطر.
الفرقة تدق تحت الأنوار,الفرقة تعزف تحت الأضواء.
خذت الفرقة صورها اللي صوروها في العرض,تحصل الجوقة على صورها التي تم التقاطها خلال العرض.
الطاولة سميكة.,الطاولة سميكة.
ولدين يلعبون لعبة فيديو.,صبيان يلعبان لعبة فيديو.
رجال يقطع جسر مهجور قدام واحد من المباني .,رجل يعبر جسرا مهجورا أمام أحد الأبنية.
فيه مجموعة من الناس في مسابقة.,هناك مجموعة من الناس في مسابقة.
بنت تشوف صديقها يلعب فن الدفاع عن النفس.,فتاة تشاهد صديقها يمارس فنون الدفاع عن النفس.
مالبس الولد شي على راسه,لا يرتدي الصبي شيئا على رأسه.
الرجال على البحر,الرجل على الشاطئ.
يطمر الكلب فوق اذا صار برا,يقفز كلب عاليا ، حين يكون بالخارج.
ينسدح الجرو على ظهره فوق العشب,يستلقي جرو بني على ظهره فوق العشب.
رجال معاه شي في يده,رجل معه شيء ما بيده.
فيه ناس يوقفون قدام معدات ميكانيكية.,هناك أشخاص يقفون أمام معدات ميكانيكية.
يركضون كلبين لم راعيهم,يركض كلبان إلى صاحبهما.
ناس يسرقون الأكل من بياع مواد غذائية يدور,أشخاص يسرقون الطعام من بائع المواد الغذائية المتجول.
فيه لاعب بيسبول يلبس أبيض.,هناك لاعب بيسبول يرتدي اللون الأبيض.
يحاول رجال يطفي حريق صغير.,يحاول رجل إخماد حريق صغير.
بعض البزران يلعبون لعبة برا,بعض الأطفال يلعبون لعبة في الخارج.
بنت تمتطي خيل.,فتاة تمتطي مهرا.
ولد يسوي حيل  بالسيكل.,صبي يقوم بعمل حيل الدراجة.
عامل على السلم يلبس خوذة فولاذية وصديرية ، وفيه رجاجيل يشتغلون تحت.,عامل على السلم يرتدي خوذة فولاذية وسترة ، في حين يعمل رجال آخرون في الأسفل.
واحد  يسبح في المحيط.,شخص ما يسبح في المحيط.
الجو بارد برا.,الجو بارد في الخارج.
الرجال يدور عن واحد.,يبحث الرجل عن شخص ما.
رجال يناظر ساعته في وهو يحتري مترو الانفاق.,رجل ينظر إلى ساعته أثناء انتظاره مترو الانفاق.
واحد يتسلق في الظلام.,متسلق يتسلق في الظلام.
رجال  يقعد على الكنبة.,رجل يجلس على الأريكة.
رجال يسوي أشكال فنية من الثلج,رجل يصنع أشكالا فنية من الجليد
واحد يعرض في الشارع.,الشخص يعرض في الشارع.
ثلاثة بزران يناظرون الأسماك الميتة اللي تطفح فوق موية المحيط.,ثلاثة أطفال ينظرون إلى الأسماك النافقة الطافية فوق مياه المحيط.
رجال لابس بلوزة جلد سوداء,رجل ذو سترة جلدية سوداء.
كان الرجال يلبس السراويل.,كان الرجل يرتدي السراويل.
رجال عجوز جالس,رجل عجوز جالس
واحد يمشي الكلب، والبزر يركب لوح التزحلق.,شخص يسير الكلب، والطفل يركب لوح التزلج.
مجموعة رجاجيل أصدقاء مرة، عندهم مباراة بالليل.,مجموعة رجال من الأصدقاء المقربين ، لديهم مباراة ليلية.
رجال يسولف قدام حرمة قاعدة ورا طاولة .,رجل يتحدث أمام سيدة تجلس وراء طاولة .
بزر يلعب  بسيارة ويجيلز، وفيه رجال يراقبه .,طفل يلعب في بسيارة ويجيلز، ورجل يراقبه .
بنت ببلوزة مقلمة تقعد على دباب .,فتاة بقميص مقلم تجلس على دراجة هوائية.
مافيه أحد على السيكل.,لا أحد على دراجة.
مجموعة ناس تتجهز للسباحة.,مجموعة من الناس تستعد للسباحة.
الرجالين والحرمتين كانوا يشترون للعشاء,الرجلان والمرأة كانوا يتسوقون من أجل العشاء
واحد يتسلق على الرصيف .,شخص مستلقٍ على الرصيف .
تلعب حرمتين لعبة بالعصي وكورة صغيرة بيضاء .,تلعب امرأتان لعبة بالعصي وكرة صغيرة بيضاء .
الرجال يتحرك,الرجل يتحرك
يناظرون السياح في روما شغل المنحوتات.,يشاهد السياح في روما المنحوتات.
حرمة ماتكلفت.,امرأة غير متكلفة.
مدير يسولف مع واحد من عماله .,مدير يتحدث إلى أحد العاملين عنده .
الرجال جنب المنشار.,الرجل بالقرب من المنشار.
ولد يركب على ترامبولين .,صبي يثب على ترامبولين .
فيه أرض يجيها كل البزران ويقعدون على شكل حلقة قبل بداية المباراة,هناك أرض يأتي إليها جميع الأطفال ويجلسون على شكل حلقة قبل بداية المباراة
رجال يدق على عوده ، لابس لبس تقليدي.,رجل يعزف على غيتاره، مرتديا زيا تقليديا.
ولد يقدر يوازن طبق ذهب.,صبي هو يحقق توازن طبق من ذهب.
بنت صغيرة تلبس وردي ، ترقص على الرصيف.,فتاة صغيرة ترتدي ورديا ، ترقص على الرصيف.
رجال جنب إشارة المرور.,رجل بجوار إشارة المرور.
مجموعة من الحريم يتسبحون في مَسْبَح.,مجموعة من النساء تسبحن في مَسْبَح.
واحد يفتح كتاب.,شخص ما يفتح كتابا.
واحد ينام  على أرض سميت.,ينام شخص ما على الأرض الطوبية.
رجال وحرمة يوقفون جنب  شجرة عيد الميلاد ويدينهم على لحيتهم .,رجل وامرأة يقفان بجوار شجرة عيد الميلاد وأيديهما على ذقونهما .
الناس برا ينحاشون .,الناس في الخارج يلوذون بالفرار .
حرمة تدق لمجموعة من الناس .,امرأة تعزف لحشد من الناس .
بنت تهوجس على أعلى صخرة في وسط غابة.,فتاة تتأمل على قمة صخرة عالية في وسط غابة.
