Original_Dialect,MSA_conversion
وشو ماصار يصير ولو حماتها او زوجها راجعوها بالموضوع تحكيلهم فكرت حماتي بتمزح معي وانا قلتلها حعمل الواجب وعملت واجب العزا للضيفه,مهما حدث، إذا راجعتها حماتها أو زوجها في الموضوع، فقولي لهم إن حماتك كانت تمزح معك، وقلت لها إنك ستفعلين الواجب، وفعلت واجب العزاء للضيفة.
كان الله بعونك حتى لو مو ببالهم هالاشي بيضل عندك وسواس و خجل,نسأل الله أن يعينك، حتى لو لم يكونوا يفكرون في ذلك، سيظل لديك وسواس وخجل.
مش فاهمه عليهم هلناس يعني ازا حملت لازم تنشر وتعلن ايش هالبشر هدول كل واحد وخصوصياتو,لا أفهم هؤلاء الناس، إذا حملت امرأة، فهل يجب أن تعلن ذلك؟ لكل شخص خصوصيته.
في جدول اله حاسبه مش هيك هاد في غلط,هناك خطأ ما في الجدول، هناك حاسبة.
بهدليه انتي او صوريه عالجوال وهدديه انك توري افيديو للكل ازا ما ترك بحالك حيخاف وينضبع,بهدليه أنت، أو صوريه على الجوال، وهدديه بأنك سترين الفيديو للجميع إذا لم يتركك وشأنك، سيخاف وينتهي الأمر.
مكتوب علينا نشوف ونقول الله يهدي هه,مكتوب علينا أن نرى ونتكلم، الله يهديهم.
امانه تحطي حالك مكانها ومعك شب متجوز بالشغل ليش من الاصل تسمحي لهيك شغلات تتطور تقنعنيش كلنا بنات وفاهمين حسيت في اشي غلط بحط حد للموضوع هيك اريح يعني خخربت بيتو صح تصرفت صح بس بعد ما فات الاوان,أمانة، ضعي نفسك مكانها، ماذا ستفعلين إذا كان لديك شاب متزوج في العمل؟ لماذا تسمحين لتطور هذه الأمور من الأساس؟ اقطعي الشك باليقين، هذا أفضل. لقد دمرت بيته، صحيح أنها تصرفت بشكل صحيح، لكن بعد فوات الأوان.
على تدفق الهواء ليتنفس بشكل,على تدفق الهواء حتى يتمكن من التنفس بشكل صحيح.
والله هيه ممكن انو يرفض بس مش لازم تحكيله هيه تشاور من غير ما تحكي فاهمه على,من المحتمل أن يرفض، لكن لا تخبريه بذلك، دعيه يستشير شخصًا آخر دون أن يخبرها.
بنتي نفس الشي قبل اسبوعين لدرجه انه الكل وعلق عليه ستها رقتها,ابنتي أيضًا، قبل أسبوعين، لدرجة أن الجميع علقوا على ذلك، حتى جدتها لاحظت نعومتها.
لا لسه ضايلي زلطه واطلع بره,لا يزال لدي بعض الوقت قبل الخروج.
ما بجوز تفتحي وترقصيب,لا يجوز أن تفتحي وترقصي.
و الولد ما اجاش اذا جوزك ما بدو ولد و ما بزن خلص,وإذا لم يرد زوجك ولدًا، فلا بأس.
الي بنقهر منها اكتر الي بتعطي اولادها ياكلوا وبفتفتوا بكل مكان يعني الكركبه اوكي لكن فتفته الاكل والبسكوت مثلا والتدبيق يي شو بكرهم هذول الصغار همه وأمهاتهم,ما يغضبني أكثر هو عندما تعطي الأمهات أطفالها الطعام ويفتتونه في كل مكان، أنا أكره الفوضى والفتات، خاصة فتات الطعام والبسكوت.
احشيهم ولفي كل حبه بورقه عنب وحطيهم في نص ورق العنب وﻻ مين شاف وﻻ مين دري,احشيها ولفي كل حبة بورق العنب، وضعيها في منتصف ورق العنب، ولا أحد سيعلم.
ان شالله يولع فيهن الي سرقوه وحرمو الشعب منو,ليحترق من سرقوه وحرموا الشعب منه.
انا وحماتي زي العسل الله يخليلي اياها مو كل الحموات متل بعض يمكن حماتك عندها حاله نفسيه ما بيعجبها شي اعملي الصح والي بيرضيكي وبس,أنا وحماتي مثل العسل، الله يخليلي إياها، ليست كل الحماة مثل بعض، ربما حماتك لديها حالة نفسية، افعلي ما يرضيك فقط.
بنات ولا اولاد كلهم نعمه الله وما احلاهم المهم نقدر عتربايتهم وبالاخر البنت لجوزها والولد لمرته واحنا النا الله,الأطفال نعمة من الله، وما أجملهم، المهم أن نتمكن من تربيتهم بشكل صحيح، وفي النهاية، البنت لأبيها والولد لأمه، ونحن لله.
الفقر و البطاله و انعدام الامل يؤدي لجوء الشباب الى المخدرات للهروب من الواقع,الفقر والبطالة وانعدام الأمل يدفع الشباب إلى تعاطي المخدرات للهروب من الواقع.
الي بتحلم بانو هيا باختبار او امتحان بتكون محسوده او لاقدر الله عمل مره شيخ حكالي هيك وحكالي انو هاد اهم عرض يعرفو منو المريض والله اعلم,من يحلم بذلك يكون محسودًا، أو ربما مريضًا، ذات مرة، أخبرني شيخ أن هذا هو أهم عرض يعرف به المريض، والله أعلم.
رددي اللهم اعني على ذكرك وشكرك وحسن عبادتك لان حتى العباده توفيق من الله مش شطاره من الواحد,"رددي ""اللهم أعني على ذكرك وشكرك وحسن عبادتك""، حتى العبادة توفيق من الله، وليست شطارة من الشخص."
هو تعليق غريب بس ما احلاها الانتفاضه الاولى بعرفش لانا كنا صغار ولا لانه الحزبيه مكانتش نتنه هالقد زي هالايام او يمكن لان الملتم كان مقاوم وبس ومحدش كان يسأله لمين بينتمي ولانه كان يدق اي باب بدون ما يطلب الي عندها كاز وشريطه وقزازه تعطيه ابصر,هذا التعليق غريب، لكن ما أجمل الانتفاضة الأولى، ربما لأننا كنا صغارًا، أو لأن الحزبية لم تكن مقيتة مثل هذه الأيام، أو ربما لأن المقاوم كان مقاومًا فقط، ولا أحد يسأله لمن ينتمي، وكان يطرق أي باب دون أن يطلب منه أحد ذلك، إذا كان لديه كاز وشريط وقنينة.
عادي انا خلعت زمان طحونه العقل وبغرز وأعطاني مسكن لو حسيت بوجع وقالي لو حسيتي في انتفاخ بالخد حطي تلج,من الطبيعي أن تخلعي ضرس العقل، أعطاني الطبيب مسكنات عندما شعرت بألم، وقال لي إذا شعرت بتورم في الخد، ضعي ثلجًا.
اما بالنسبه للطفل هو صار عدواني لمشاهدته لافلام الكرتون يلي كلها عدوانيه اكتر من برامج الكبار وانتي الان عليكي تمنعي منعا باتا مشاهده طفلك لهيك برامج وما نضعفي نهائي لانه وقت المنع راح الولد يعيط ويخبط ويكسر وما يرضى ياكل معلش اتحملي حاولي تبعدي اي شي قابل للكسر من بين اديه سكري باب المطبخ مثلا اتحملي صراخه وبالنسبه للاكل لو رفض ياكل اتركيه هو حيشعر بالجوع وحياكل وجيبي اطفال معه حيتشجع وياكل شجعي موضوع الاكل بطرق تزين حلوه,أما بالنسبة للطفل، فقد أصبح عدوانيًا بسبب مشاهدة أفلام الكرتون التي تحتوي على الكثير من العنف، أكثر من برامج الكبار. والآن، عليك أن تمنعي طفلك من مشاهدة هذه البرامج، ولا تضعفي أبدًا، عندما تمنعينه، سيبكي ويصرخ ويكسر الأشياء ويرفض الأكل، لكن عليك أن تتحملي، حاولي إبعاد أي شيء قابل للكسر من يديه، وأغلقي باب المطبخ، وتحملي صراخه. إذا رفض الأكل، اتركيه، سيشعر بالجوع ويأكل في النهاية، وجربي أن تجلبي أطفالًا آخرين ليلعبوا معه، سيتحمس للأكل. شجعيه على الأكل بتزيينه بشكل جميل.
